"module name","license","repository"
"decode-uri-component@0.4.1","MIT","https://github.com/SamVerschueren/decode-uri-component"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"dequal@2.0.3","MIT","https://github.com/lukeed/dequal"
"devlop@1.1.0","MIT","https://github.com/wooorm/devlop"
"dom-helpers@5.2.1","MIT","https://github.com/react-bootstrap/dom-helpers"
"dunder-proto@1.0.1","MIT","https://github.com/es-shims/dunder-proto"
"entities@6.0.0","BSD-2-Clause","https://github.com/fb55/entities"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"es-define-property@1.0.1","MIT","https://github.com/ljharb/es-define-property"
"es-errors@1.3.0","MIT","https://github.com/ljharb/es-errors"
"es-object-atoms@1.1.1","MIT","https://github.com/ljharb/es-object-atoms"
"es-set-tostringtag@2.1.0","MIT","https://github.com/es-shims/es-set-tostringtag"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@5.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"estree-util-is-identifier-name@3.0.0","MIT","https://github.com/syntax-tree/estree-util-is-identifier-name"
"extend@3.0.2","MIT","https://github.com/justmoon/node-extend"
"filter-obj@5.1.0","MIT","https://github.com/sindresorhus/filter-obj"
"find-root@1.1.0","MIT","https://github.com/js-n/find-root"
"flat@6.0.1","BSD-3-Clause","https://github.com/hughsk/flat"
"follow-redirects@1.15.9","MIT","https://github.com/follow-redirects/follow-redirects"
"form-data@4.0.2","MIT","https://github.com/form-data/form-data"
"fp-ts@2.16.9","MIT","https://github.com/gcanti/fp-ts"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"get-intrinsic@1.3.0","MIT","https://github.com/ljharb/get-intrinsic"
"get-proto@1.0.1","MIT","https://github.com/ljharb/get-proto"
"globals@11.12.0","MIT","https://github.com/sindresorhus/globals"
"gopd@1.2.0","MIT","https://github.com/ljharb/gopd"
"has-symbols@1.1.0","MIT","https://github.com/inspect-js/has-symbols"
"has-tostringtag@1.0.2","MIT","https://github.com/inspect-js/has-tostringtag"
"hasown@2.0.2","MIT","https://github.com/inspect-js/hasOwn"
"hast-util-from-parse5@8.0.3","MIT","https://github.com/syntax-tree/hast-util-from-parse5"
"hast-util-parse-selector@4.0.0","MIT","https://github.com/syntax-tree/hast-util-parse-selector"
"hast-util-raw@9.1.0","MIT","https://github.com/syntax-tree/hast-util-raw"
"hast-util-sanitize@5.0.2","MIT","https://github.com/syntax-tree/hast-util-sanitize"
"hast-util-to-jsx-runtime@2.3.6","MIT","https://github.com/syntax-tree/hast-util-to-jsx-runtime"
"hast-util-to-parse5@8.0.0","MIT","https://github.com/syntax-tree/hast-util-to-parse5"
"hast-util-whitespace@3.0.0","MIT","https://github.com/syntax-tree/hast-util-whitespace"
"hastscript@9.0.1","MIT","https://github.com/syntax-tree/hastscript"
"hoist-non-react-statics@3.3.2","BSD-3-Clause","https://github.com/mridgway/hoist-non-react-statics"
"html-parse-stringify@3.0.1","MIT","https://github.com/henrikjoreteg/html-parse-stringify"
"html-url-attributes@3.0.1","MIT","https://github.com/rehypejs/rehype-minify/tree/main/packages/html-url-attributes"
"html-void-elements@3.0.0","MIT","https://github.com/wooorm/html-void-elements"
"i18next-browser-languagedetector@7.2.2","MIT","https://github.com/i18next/i18next-browser-languageDetector"
"i18next@23.16.8","MIT","https://github.com/i18next/i18next"
"import-fresh@3.3.1","MIT","https://github.com/sindresorhus/import-fresh"
"inline-style-parser@0.2.4","MIT","https://github.com/remarkablemark/inline-style-parser"
"io-ts@2.2.22","MIT","https://github.com/gcanti/io-ts"
"is-alphabetical@2.0.1","MIT","https://github.com/wooorm/is-alphabetical"
"is-alphanumerical@2.0.1","MIT","https://github.com/wooorm/is-alphanumerical"
"is-arrayish@0.2.1","MIT","https://github.com/qix-/node-is-arrayish"
"is-core-module@2.16.1","MIT","https://github.com/inspect-js/is-core-module"
"is-decimal@2.0.1","MIT","https://github.com/wooorm/is-decimal"
"is-hexadecimal@2.0.1","MIT","https://github.com/wooorm/is-hexadecimal"
"is-plain-obj@4.1.0","MIT","https://github.com/sindresorhus/is-plain-obj"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"jsesc@3.1.0","MIT","https://github.com/mathiasbynens/jsesc"
"json-parse-even-better-errors@2.3.1","MIT","https://github.com/npm/json-parse-even-better-errors"
"jwt-decode@4.0.0","MIT","https://github.com/auth0/jwt-decode"
"lines-and-columns@1.2.4","MIT","https://github.com/eventualbuddha/lines-and-columns"
"longest-streak@3.1.0","MIT","https://github.com/wooorm/longest-streak"
"loose-envify@1.4.0","MIT","https://github.com/zertosh/loose-envify"
"math-intrinsics@1.1.0","MIT","https://github.com/es-shims/math-intrinsics"
"mdast-util-find-and-replace@3.0.2","MIT","https://github.com/syntax-tree/mdast-util-find-and-replace"
"mdast-util-from-markdown@2.0.2","MIT","https://github.com/syntax-tree/mdast-util-from-markdown"
"mdast-util-mdx-expression@2.0.1","MIT","https://github.com/syntax-tree/mdast-util-mdx-expression"
"mdast-util-mdx-jsx@3.2.0","MIT","https://github.com/syntax-tree/mdast-util-mdx-jsx"
"mdast-util-mdxjs-esm@2.0.1","MIT","https://github.com/syntax-tree/mdast-util-mdxjs-esm"
"mdast-util-newline-to-break@2.0.0","MIT","https://github.com/syntax-tree/mdast-util-newline-to-break"
"mdast-util-phrasing@4.1.0","MIT","https://github.com/syntax-tree/mdast-util-phrasing"
"mdast-util-to-hast@13.2.0","MIT","https://github.com/syntax-tree/mdast-util-to-hast"
"mdast-util-to-markdown@2.1.2","MIT","https://github.com/syntax-tree/mdast-util-to-markdown"
"mdast-util-to-string@4.0.0","MIT","https://github.com/syntax-tree/mdast-util-to-string"
"micromark-core-commonmark@2.0.3","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-core-commonmark"
"micromark-factory-destination@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-destination"
"micromark-factory-label@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-label"
"micromark-factory-space@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-space"
"micromark-factory-title@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-title"
"micromark-factory-whitespace@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-whitespace"
"micromark-util-character@2.1.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-character"
"micromark-util-chunked@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-chunked"
"micromark-util-classify-character@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-classify-character"
"micromark-util-combine-extensions@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-combine-extensions"
"micromark-util-decode-numeric-character-reference@2.0.2","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-decode-numeric-character-reference"
"micromark-util-decode-string@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-decode-string"
"micromark-util-encode@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-encode"
"micromark-util-html-tag-name@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-html-tag-name"
"micromark-util-normalize-identifier@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-normalize-identifier"
"micromark-util-resolve-all@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-resolve-all"
"micromark-util-sanitize-uri@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-sanitize-uri"
"micromark-util-subtokenize@2.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-subtokenize"
"micromark-util-symbol@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-symbol"
"micromark-util-types@2.0.2","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-types"
"micromark@4.0.2","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark"
"mime-db@1.52.0","MIT","https://github.com/jshttp/mime-db"
"mime-types@2.1.35","MIT","https://github.com/jshttp/mime-types"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"parent-module@1.0.1","MIT","https://github.com/sindresorhus/parent-module"
"parse-entities@4.0.2","MIT","https://github.com/wooorm/parse-entities"
"parse-json@5.2.0","MIT","https://github.com/sindresorhus/parse-json"
"parse5@7.3.0","MIT","https://github.com/inikulin/parse5"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"path-type@4.0.0","MIT","https://github.com/sindresorhus/path-type"
"picocolors@1.1.1","ISC","https://github.com/alexeyraspopov/picocolors"
"prop-types@15.8.1","MIT","https://github.com/facebook/prop-types"
"property-information@6.5.0","MIT","https://github.com/wooorm/property-information"
"property-information@7.0.0","MIT","https://github.com/wooorm/property-information"
"proxy-from-env@1.1.0","MIT","https://github.com/Rob--W/proxy-from-env"
"query-string@9.2.2","MIT","https://github.com/sindresorhus/query-string"
"react-dom@18.3.1","MIT","https://github.com/facebook/react"
"react-hook-form@7.55.0","MIT","https://github.com/react-hook-form/react-hook-form"
"react-i18next@14.1.3","MIT","https://github.com/i18next/react-i18next"
"react-is@16.13.1","MIT","https://github.com/facebook/react"
"react-is@19.0.0","MIT","https://github.com/facebook/react"
"react-markdown@9.1.0","MIT","https://github.com/remarkjs/react-markdown"
"react-router@7.6.2","MIT","https://github.com/remix-run/react-router"
"react-transition-group@4.4.5","BSD-3-Clause","https://github.com/reactjs/react-transition-group"
"react@18.3.1","MIT","https://github.com/facebook/react"
"regenerator-runtime@0.14.1","MIT","https://github.com/facebook/regenerator/tree/main/packages/runtime"
"rehype-raw@7.0.0","MIT","https://github.com/rehypejs/rehype-raw"
"rehype-sanitize@6.0.0","MIT","https://github.com/rehypejs/rehype-sanitize"
"remark-breaks@4.0.0","MIT","https://github.com/remarkjs/remark-breaks"
"remark-parse@11.0.0","MIT","https://github.com/remarkjs/remark/tree/main/packages/remark-parse"
"remark-rehype@11.1.1","MIT","https://github.com/remarkjs/remark-rehype"
"reselect@5.1.1","MIT","https://github.com/reduxjs/reselect"
"resolve-from@4.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve@1.22.10","MIT","https://github.com/browserify/resolve"
"scheduler@0.23.2","MIT","https://github.com/facebook/react"
"set-cookie-parser@2.7.1","MIT","https://github.com/nfriedly/set-cookie-parser"
"source-map@0.5.7","BSD-3-Clause","https://github.com/mozilla/source-map"
"space-separated-tokens@2.0.2","MIT","https://github.com/wooorm/space-separated-tokens"
"split-on-first@3.0.0","MIT","https://github.com/sindresorhus/split-on-first"
"stringify-entities@4.0.4","MIT","https://github.com/wooorm/stringify-entities"
"style-to-js@1.1.16","MIT","https://github.com/remarkablemark/style-to-js"
"style-to-object@1.0.8","MIT","https://github.com/remarkablemark/style-to-object"
"stylis@4.2.0","MIT","https://github.com/thysultan/stylis.js"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"trim-lines@3.0.1","MIT","https://github.com/wooorm/trim-lines"
"trough@2.2.0","MIT","https://github.com/wooorm/trough"
"unified@11.0.5","MIT","https://github.com/unifiedjs/unified"
"unist-util-is@6.0.0","MIT","https://github.com/syntax-tree/unist-util-is"
"unist-util-position@5.0.0","MIT","https://github.com/syntax-tree/unist-util-position"
"unist-util-stringify-position@4.0.0","MIT","https://github.com/syntax-tree/unist-util-stringify-position"
"unist-util-visit-parents@6.0.1","MIT","https://github.com/syntax-tree/unist-util-visit-parents"
"unist-util-visit@5.0.0","MIT","https://github.com/syntax-tree/unist-util-visit"
"use-sync-external-store@1.4.0","MIT","https://github.com/facebook/react"
"vfile-location@5.0.3","MIT","https://github.com/vfile/vfile-location"
"vfile-message@4.0.2","MIT","https://github.com/vfile/vfile-message"
"vfile@6.0.3","MIT","https://github.com/vfile/vfile"
"vite-project@0.0.0","UNLICENSED",""
"void-elements@3.1.0","MIT","https://github.com/pugjs/void-elements"
"web-namespaces@2.0.1","MIT","https://github.com/wooorm/web-namespaces"
"whatwg-fetch@3.6.20","MIT","https://github.com/github/fetch"
"yaml@1.10.2","ISC","https://github.com/eemeli/yaml"
"zwitch@2.0.4","MIT","https://github.com/wooorm/zwitch"
